	Weight	Dry_To_Fresh_Weight_Ratio_100	Sepal_Mm	Petal_Mm	Pericarp_And_Sep_Area_Ratio	Columella_Area	Locule_Number	Pericarp_Area	Pericarp_Max_Cell_Size	Pericarp_And_Sep_Area	Pericarp_Cell_Number_Per_Mm	Pericarp_Thickness	Sepal_To_Petal_Ratio	Pericarp_Area_Ratio	Pericarp_Cell_Number
BGV007894	0.378823039706058	-0.314670232151404	1.32026370827448	0.128705906664142	0.341823030741537	0.610695366820048	0.214312936790906	0.445371983483734	0.416534901828723	0.308158428474715	-0.450744212615359	0.503081700073011	1.32026370827448	0.689599852967874	0.399613795672355
BGV007895	2.36413369987021	0.478168724940223	1.76055793854814	-0.813969104178664	0.445371983483734	2.72813120769123	1.92247946907798	1.55051019563139	0.59357705541884	1.66686424846372	-0.416534901828723	1.10981038022363	2.7464669030318	-1.66686424846372	1.82287066817152
BGV007899	1.10056887678512	-0.674489750196082	1.12867219108197	-0.995944507566844	NA	NA	1.6906216295849	NA	0.14058378618707	NA	-0.399613795672355	0.879958138385173	1.48119650655781	NA	1.56317081670628
BGV007900	1.18773010516788	-1.63328229572298	0.58248363142221	-0.835183394394031	NA	NA	1.83391463581591	NA	0.650254332726559	NA	-0.631137978608047	0.729266746432731	0.901222783434718	NA	0.669611329235736
BGV007901	-0.564683356633645	0.674489750196082	-0.346568302422109	-0.427967614598895	-1.49944602270384	-0.773053961585312	-0.559592274227432	-0.709995371569856	-0.791638607743375	-0.730690609131762	1.20083898881393	-1.46523379268552	-0.346568302422109	-0.862277135207436	-1.16941610357907
BGV007902	-0.461307070051608	0.298842474532533	-0.65565179297686	-0.793114967176137	-1.73465152202038	-0.751703642612018	-0.472789120992267	-0.630049160967473	-1.42112816583675	-0.689599852967874	1.67891966278069	-1.67891966278069	-0.547060236341645	-1.01082141652608	-0.834984016010559
BGV007908	-0.793114967176137	1.2512497471971	-1.28499171067819	-1.32026370827448	-0.839348302319338	-0.862277135207436	-1.09680356209351	-0.751703642612018	-1.13910734320755	-0.751703642612018	1.34037264781591	-1.05390706969614	-0.901222783434718	-0.29145855491042	-0.316592542654162
BGV007909	-0.7325131463131	0.205285083421727	-0.995944507566844	-1.18773010516788	-0.885668516683683	-0.816852476771834	-1.06949099393672	-0.730690609131762	-0.749731969405294	-0.709995371569856	0.857254320221178	-0.857254320221178	-0.712906503637812	-0.258296167348666	-0.879958138385173
BGV007910	-0.835183394394031	0.947520737991728	-0.971447868480108	-0.971447868480108	-1.32638146274556	-0.669487246688741	-0.0151922709016048	-0.816852476771834	-0.879958138385173	-0.773053961585312	0.729266746432731	-1.16941610357907	-0.772600183031886	-1.12368543654129	-1.82287066817152
BGV007911	-0.65565179297686	0.564683356633645	-1.18773010516788	-1.63328229572298	-1.03780025665793	-0.630049160967473	-0.727913290881644	-0.591567671638584	-0.612249537909922	-0.591567671638584	0.575109281278438	-0.749731969405294	-0.65565179297686	-0.572654012296242	-1.34037264781591
BGV007918	-0.674489750196082	0.878784610096489	-0.7325131463131	-1.57846931850513	-2.14632405453188	-0.839348302319338	-0.43907656301608	-0.794762630823007	-0.975741569736452	-0.862277135207436	0.834984016010559	-0.926786747461685	-0.220731882793239	-1.288844277586	-1.13910734320755
BGV007920	-0.283089234620174	-0.143947193535562	-0.547060236341645	-0.772600183031886	-0.0639066138102956	-0.445371983483734	-1.04295378615715	-0.274839577018141	-0.669611329235736	-0.274839577018141	0.468046198144695	-0.433576127646078	-0.478168724940223	0.324944693878104	-0.520831048339629
BGV007921	-0.772600183031886	0.835183394394031	-1.39621220509052	-1.69349415876336	-0.410378026831998	-0.709995371569856	-0.852495034274694	-0.649641891417129	-1.37962588480448	-0.669487246688741	1.13910734320755	-1.20083898881393	-0.752405518537939	0.0159664635457842	-0.926786747461685
BGV007927	-1.32026370827448	1.57846931850513	-0.878784610096489	-0.752405518537939	0.144190150450508	-1.66686424846372	-0.830846046872641	-1.40764684509272	-1.51238958606768	-1.18588228541607	0.950979255070526	-0.950979255070527	-0.835183394394031	0.445371983483734	-0.950979255070527
BGV007931	-1.52802623608251	2.36413369987021	-1.2512497471971	-0.251788147351179	-0.445371983483734	-1.288844277586	-0.422407954618169	-1.81149867317303	-2.73641943853251	-1.73465152202038	1.10981038022363	-1.51238958606768	-1.35725942390048	-0.144190150450508	-1.42112816583675
BGV007933	-0.693570168473567	1.43740689898752	-1.35725942390048	-0.411476879057021	-0.773053961585312	-0.324944693878104	-0.541912496121487	-0.572654012296242	-0.950979255070527	-0.535424014586856	1.26752132319324	-1.56317081670628	-1.12867219108197	-0.498921914616452	-1.05390706969614
BGV007934	-0.947520737991728	1.69349415876336	-0.529605410657402	-0.0983092327947109	-0.909554838541739	-0.730690609131762	-0.0912767051918666	-0.862277135207436	-1.67891966278069	-0.816852476771834	0.879958138385173	-1.13910734320755	-0.813969104178664	-0.773053961585312	-1.46523379268552
BGV007935	-0.924124138853624	1.52802623608251	-0.637043690078756	0.362648507275064	-0.669487246688741	-0.885668516683683	0.0455908482388531	-0.958958568083587	-0.556835609770804	-0.909554838541739	0.349507855309863	-1.00111712584397	-0.971447868480108	-0.839348302319338	-2.73641943853251
BGV007936	2.7464669030318	-1.76055793854814	1.52802623608251	0.444575569309399	NA	NA	1.39294519673001	NA	0.235701125760499	NA	-1.10981038022363	1.6183366697779	1.39621220509052	NA	2.15635570519183
BGV007981	-0.00755015689655547	-0.220731882793239	0.600470416446411	1.2512497471971	1.36588671774433	0.0159664635457842	0.650837306444477	0.241823153406356	1.7463777039325	0.393070358879646	-1.05390706969614	0.749731969405294	0.346568302422109	0.773053961585312	-0.0623167887067585
BGV007989	-0.0983092327947109	0.174534037589108	0.813969104178664	1.28499171067819	0.816852476771834	0.241823153406356	-0.214312936790906	0	0.485489452829721	0	-0.284016787609739	0.109200481691432	0.564683356633645	1.12368543654129	-0.450744212615359
